zone,practice_id,practice_name,speciality,monetisable_txns,practice_reference_id
vijayanagar,760340,Anudeep ENT Center & Polyclinic,General Dermatology,0,edfab4f4-aa89-46c1-89ce-72a8b9955df6
vijayanagar,614115,Skin  VD And Cosmotic Clinic,General Dermatology,0,5c545ff1-13a4-4815-9675-6b5fd0655964
vijayanagar,632579,Dr A S Ramesh Chandra Clinic,General Dermatology,0,2ead1469-b672-4316-8326-9434daeb38df
vijayanagar,1593889,Saikrupa Hospital,General Dermatology,0,60a8203c-583f-4410-8576-3b9c6b95be63
vijayanagar,2075431,Vivekananda Multispeciality Clinic,General Dermatology,0,3e28b749-dc9a-4f47-b734-4ab88c5881d8
vijayanagar,616051,Sree Rama Clinic,General Gynecology,0,856c07c2-c772-4643-bd42-2040ee3a4cd1
vijayanagar,617340,Soundarya Clinic,General Gynecology,0,2affcc24-694c-463f-ac35-8d19c1ad5288
vijayanagar,662578,Keerthana Maternity Clinic,General Gynecology,0,09bcaaf2-5936-473f-94ed-3271f99d7c5b
vijayanagar,1596144,Sri vijayalakshmi clinic,General Gynecology,0,08a2b52f-22a9-4081-a568-2d915541d846
vijayanagar,738151,Raksha Clinic,General Gynecology,0,c3b7aed4-0b26-498c-b824-9b2e9a58ffe3
vijayanagar,665683,Swastik Hospital,General Gynecology,0,91cdc2ba-8de7-4b72-89a9-d2479f5ff649
vijayanagar,1587964,Durga Clinic,General Gynecology; General Physician,0,acfeb84e-9db8-4453-ae34-0cc5221ed534
vijayanagar,688428,Shreeraj Clinic,General Gynecology,0,db279a2d-f128-4c77-a318-bead2ebaaec5
vijayanagar,689682,Prasad Clinic,General Gynecology,0,dd63f1d6-75b0-4aab-8b36-59012df91287
vijayanagar,1178076,Sai Karuna Fertility & Maternity Centre,General Gynecology,0,cf18f437-a1aa-47b4-b1f0-7c66ad961f1d
vijayanagar,1169681,Sai shiva prasad orthopedic multispeciality clinic,General Gynecology; General Pediatrics; General Physician; Orthopaedics; Physiotherapist,0,3d8f9785-ac00-4195-86eb-bf97c851cf59
vijayanagar,838676,Shalini Nursing Home,General Gynecology,0,c392d3f3-93a5-423a-b03b-dba59ac27c5d
vijayanagar,1586483,SANJEEVINI CLINIC,General Gynecology; General Physician,0,0cc7ecba-b366-4c1b-929b-d236141f07ef
vijayanagar,1593224,Sanjeevini Clinic,General Gynecology; General Physician,0,5ad9ea84-91f4-4e80-b542-4b77aad22a1b
vijayanagar,1176699,Vinayak Medical Centre,General Gynecology,0,a04b34b2-e745-4d78-acf1-0a52ce611295
vijayanagar,1268919,Motherhood Fertility and IVF - Banashankari,General Gynecology,0,1358ffcb-8d6e-47c1-b7e2-3125f404e679
vijayanagar,1344065,Kruti Women's Clinic,General Gynecology,0,0f1e85a6-8b77-49cb-b6cd-bba1883915ee
vijayanagar,1457301,Chirasya Clinic,General Gynecology,0,839ced61-0d1e-4327-ad57-1097ca857f55
vijayanagar,1250142,Madilu The Women's Clinic,General Gynecology,0,6bcb504d-8a2a-4053-ab82-1327667d88a7
vijayanagar,1412670,Sadashiv Maatru Clinic,General Gynecology,0,eb852a39-c80e-43a0-a04f-cbabfda7fcf0
vijayanagar,1592851,ASHRAYA MEDINOVA PVT LTD,General Gynecology,0,09bd057b-f031-4996-a9f6-33913b67ac21
vijayanagar,1383380,Ashraya Medinova Pvt Ltd,General Gynecology; General Surgeon,0,232403f4-412f-46fe-bef4-5a31c1bfe98c
vijayanagar,1593339,GARBHAGUDI IVF CENTRE,General Gynecology,0,62a06b96-7beb-4463-9e92-614bb2d5115b
vijayanagar,1591675,GarbhaGudi IVF Centre,General Gynecology,0,f80cca66-bb0b-4272-900b-ac9851678639
vijayanagar,2177589,Shree Women's Health Clinic,General Gynecology,0,9b8e07bd-51df-464a-abe7-7fe48ef9d08d
vijayanagar,665685,Sri Lakshminarayana Eye Care,General Ophthalmology,0,ffece25a-f59c-49ce-91a9-4b4ef1940059
vijayanagar,636863,Aruna  Eye  Clinic,General Ophthalmology,0,d48f4d7d-f85c-4c05-ab87-ff945c4a5ec2
vijayanagar,673918,Nethralakshi Eye Hospital,General Ophthalmology,0,ee986a26-a45b-4578-937f-eae226e03804
vijayanagar,684736,Vijaya Eye Clinic & Research Centre,General Ophthalmology,0,0c391684-18d6-4428-a50e-f0791d04603f
vijayanagar,761867,Sree Netralaya,General Ophthalmology,0,56931a23-5ed9-4505-9fff-6125b8d5c2db
vijayanagar,770308,Vidya Eye Hospital,General Ophthalmology,0,10118130-8ee9-4c24-8081-d5b818dfb13b
vijayanagar,1165418,Parvati Nethralaya,General Ophthalmology,0,7233bb9c-a7dd-442f-b3f4-6050c506e79f
vijayanagar,1590926,Divyadrishti Eye Hospital,General Ophthalmology,0,08f22e63-10b0-4cff-8142-ffc0740f0496
vijayanagar,1321723,Vijaya Eye Clinic,General Ophthalmology,0,e3208fff-d63e-462c-b93f-b521be9c9e45
vijayanagar,1355500,Samarth Nethralaya,General Ophthalmology,0,3b4c7247-b3ef-44dd-b027-57ba6c3661b9
vijayanagar,1713177,Vijaya Nethralaya,General Ophthalmology,0,691cc39d-c858-447e-b4ca-ed80f1ce49b4
vijayanagar,759854,Skanda Clinic,General Pediatrics; General Physician,0,0436fc69-8a4e-45f9-9fa0-51087e092a35
vijayanagar,1589573,Children Clinic,General Pediatrics,0,b36a98b7-9452-40a7-9960-52be156f3720
vijayanagar,689609,Ashirwad Children And Cancer Care Centre,General Pediatrics,0,91e3d8dc-e090-4edb-a4e3-fe6ea7016005
vijayanagar,689836,Vaidyamrutha Child Clinic,General Pediatrics,0,9b0ca137-b7d1-4751-bbbc-a66f57be650e
vijayanagar,695370,Little Kids Clinic,General Pediatrics,0,c5ba555c-e898-4f25-929a-8b5d0107c69d
vijayanagar,710100,Dr. Sudhakar at Shreyas Polyclinic,General Pediatrics,0,a97c0822-795d-4d39-a865-3a1d70d1c78c
vijayanagar,686826,Shreyas poly Clinic,General Pediatrics; General Physician,0,e6d00a6f-943e-4caa-9ddd-db3687666ebe
vijayanagar,689406,Ravindra Clinic,General Pediatrics,0,098e08e2-2abb-43fc-951d-015bea42076a
vijayanagar,771107,Kids First Children's Clinic,General Pediatrics,0,714eff45-62a0-4d90-9c80-e43fbdff46d1
vijayanagar,1595362,Anuradha Clinic,General Pediatrics,0,941f07b3-be2c-4ea8-a9e7-650826d048ee
vijayanagar,1111183,Gubbi's Child Care Centre,General Pediatrics,0,c33db455-10dd-4a37-8b03-648966651ca2
vijayanagar,663567,Sree Sai Children & Eye Clinic,General Pediatrics,0,41964864-7f6d-4825-a9f9-c56b186ce94e
vijayanagar,1324508,Sameeksha Clinic,General Pediatrics,0,5e96fe40-4e42-4d18-8060-29dcb40c64cc
vijayanagar,2075562,Trust Care Health Center,General Pediatrics,0,2842cd9e-4b36-4aba-ab0f-245ce892ca6b
vijayanagar,2165693,Happy Child Clinic,General Pediatrics,0,3ed11293-345a-410d-bbec-380da5cc284d
vijayanagar,689681,Shanthi Clinic,General Physician,0,fdadda47-a2a3-4f67-8fdd-66d43bf38775
vijayanagar,615778,Kamala Nursing Home,General Physician,0,b28bfd1f-fed0-4aee-9b37-a485fba071a7
vijayanagar,638099,Sri Balaji Clinic,General Physician,0,a1727905-4109-4509-b6dc-a4f289f7894b
vijayanagar,634766,Vijay Hospital,General Physician,0,5527b95e-114c-4dd2-b088-001056769696
vijayanagar,636317,Chandana Hospital & Yashaswini Diagnostics,General Physician,0,aa81a6c0-fd4b-4176-b693-a5c174e3e08b
vijayanagar,1588598,SV Clinic,General Physician,0,29eca38b-d5b2-4455-8e3b-d63539e873de
vijayanagar,689797,Swathi Clinic,General Physician,0,6b3fea5a-428b-412b-b584-f85494b236ab
vijayanagar,639537,Venkateswara Clinic,General Physician,0,5696b512-07d8-435c-bc2e-ebd47ba785a2
vijayanagar,1586621,Deepak Clinic,General Physician,0,72ba6c76-6ea8-4a39-8a0d-96d240e7a39a
vijayanagar,761851,Deepak Clinic,General Physician,0,2ce558f4-0115-4649-8703-2186123330e2
vijayanagar,660534,Srinivasa Clinic,General Physician,0,ad541d39-2a9f-4862-84f1-e1aa2f3c2a71
vijayanagar,671174,Eesha Polyclinic,General Physician,0,42567648-7793-4acc-bd1d-bca6fa890e52
vijayanagar,672052,Deepashri  Rehabilitation Centre,General Physician,0,45ea809b-6bc6-4903-84f3-7a6ca0507f46
vijayanagar,1592964,BLOSSOM MULTI SPECIALITY HOSPITAL,General Physician,0,dd5cd67d-1180-4243-8582-ac2e58fa2089
vijayanagar,688432,Aparna Clinic,General Physician,0,ff861b0e-e9c4-4949-8a16-f80e7ba66d30
vijayanagar,628235,Vinayaka Clinic,General Physician,0,f5d078ec-7273-4081-9304-1d16beb8d2ea
vijayanagar,638522,Vinayaka Clinic,General Physician,0,60e95604-e975-4db6-9f1c-8b187bf033eb
vijayanagar,689607,Sri Sharada Clinic,General Physician,0,adebc58d-75a8-4675-91f7-7c7bef4db117
vijayanagar,688928,Sri Lakshmi Clinic,General Physician,0,9f74bd7b-6163-42c7-929e-9b24714dc1d5
vijayanagar,689966,Mahathi Diabetes Speciality Center,General Physician,0,8e5b3671-5fa2-452e-8e4a-53d55f9ee650
vijayanagar,644122,SR Speciality Clinic,General Physician,0,46c196ba-e9e5-4e87-8bc6-a22c097eadfe
vijayanagar,700004,MAA Fertility & IVF Centre,General Physician,0,8ceb2602-3de4-47c5-ae57-ebbb71f3e3f1
vijayanagar,756019,Srinivasa Clinic,General Physician,0,8f7d8848-5d27-4cd6-889b-9ef48dd1fc32
vijayanagar,1589803,Shastry Clinic,General Physician,0,cd8fdc70-f6c6-4676-97ea-2209191fef87
vijayanagar,740953,Sri Shankara Clinic,General Physician,0,b6ba96af-1d63-45f3-ac69-5c851d1f9db8
vijayanagar,740957,Sapthagiri Clinic,General Physician,0,c14cf9b8-730d-40af-8614-134b5cd9db0d
vijayanagar,757232,Akshaya Clinic,General Physician,0,34a605fb-2050-4ae8-b496-40eca9d4f016
vijayanagar,768566,City clinic,General Physician,0,5ed87ae5-e6f6-4fc7-9ff1-720d953d29f8
vijayanagar,769870,Medivision Hospital,General Physician,0,294d0ebd-482b-4bec-8c3f-3e269153b21b
vijayanagar,757627,Raghavendra Clinic,General Physician,0,89aed669-9b64-4536-a9c8-a246806f6927
vijayanagar,757303,Nirmal Clinic,General Physician,0,a9c34f6d-fdb2-4438-9452-11bcabf505fa
vijayanagar,688450,Pragathi Clinic,General Physician,0,ff76eeff-f80e-44a6-993f-5d5d55a5adcf
vijayanagar,832590,Private Practitioner,General Physician,0,e7ed4e54-e4a6-4a78-bc8a-d2603c8c7439
vijayanagar,834207,Bangalore Rheumatology  Center,General Physician,0,665cf3e7-d33b-4bfe-8d25-2bf694d01300
vijayanagar,1123858,MedPoint - Health Roots Clinics,General Physician; Pathologist,0,7ef77d1f-507b-4cd1-9ed5-1a6185b2bf92
vijayanagar,1595407,Mathru Multispecialty Hospital,General Physician,0,9d5ff07c-0b4c-4b49-b4b6-71fd0ed8c149
vijayanagar,1593043,MATHRUSHREE MULTHISPECIALITY HOSPITAL,General Physician,0,bc263e77-e0e4-482a-a95f-e96b25857855
vijayanagar,1072469,Celebrate Health Multispeciality Clinic,General Physician,0,701c0fea-6e1b-4495-96ba-8bfa97bde7e0
vijayanagar,1134031,Subramanyams Day Care Centre,General Physician,0,a6b12409-321b-46cd-b32b-ba14f7b922e5
vijayanagar,1122593,Q K Aid Home Health Care Service,General Physician,0,7340f86e-d5e4-4002-a12b-ace2d9eca7dd
vijayanagar,636545,Dr Deepak Clinic,General Physician,0,273e54de-bc19-4fcd-9212-e6e8cec4a987
vijayanagar,1599603,Sri Sai Lakshmi Clinic,General Physician,0,8a14e170-6c5d-4f55-adda-3cdfba5ea27f
vijayanagar,1149694,Balaji Clinic,General Physician,0,6d191bf0-b894-4379-afe0-47b98835a188
vijayanagar,1163796,Bharani Speciality Clinic,General Physician,0,f923883c-6e26-46d4-a8ca-554fbd8f1869
vijayanagar,1360692,Sanjeevini Diagnostics & Polyclinic,General Physician,0,8f3fb7a2-524d-4eb9-ae87-9c0b683ada3c
vijayanagar,730169,Blossom Infertility Clinic,General Physician,0,0868391d-e8b4-4517-9cc2-924b94aacb04
vijayanagar,1306398,Srivatsa Clinic,General Physician,0,bb1cda82-5853-4aa6-999c-9d8c9cb42cbd
vijayanagar,1292707,Kumar Speciality Clinic,General Physician,0,528dff2d-4a30-474c-99cc-6fbdb6e07122
vijayanagar,1325374,Nisarga Speciality Clinic,General Physician,0,1a6bc685-dae0-4229-aec8-6b669cec0f7c
vijayanagar,1454780,Arya Brightcare,General Physician,0,1101a31c-a233-465d-a92a-801a26266e14
vijayanagar,1333292,Preethi clinic,General Physician,0,50baf518-f031-48a1-aad9-05d0915ff5c8
vijayanagar,1379364,Anshumann Clinic,General Physician,0,970fa19f-424c-4534-8899-3a5163b8639f
vijayanagar,1595102,Sree Narayana Multispeciality clinics & Diagnostics,General Physician; Orthopaedics,0,d0c8ea88-d47f-47fd-82a8-d4a60e990106
vijayanagar,632950,Chhaya Clinic,General Physician,0,f0321a73-9e33-4824-b60d-dd171aeec8ad
vijayanagar,729703,Modern Family Doctor Pvt Ltd,General Physician,0,b1dc12bf-71ef-4512-af93-2e8bc36f90a2
vijayanagar,2082136,Rayara Clinic,General Physician,0,b58d48a9-55d4-4b37-867d-966b01b591a4
vijayanagar,2095053,Avyaya Children's Clinic,General Physician,0,0ced6d08-6d33-44ee-a023-f67cd50d0b0e
vijayanagar,2095788,Spoorthi Wellness Clinic,General Physician,0,be782046-df62-4198-98ce-83743a343329
vijayanagar,2166405,Trust Care Health Center,General Physician,0,fada5ff5-2731-4635-968b-25ed447ce47f
vijayanagar,2169083,ANC Clinic,General Physician,0,e9d6b516-a438-4915-8531-bebde5d386fc
vijayanagar,2171662,Sri Vinayaka Nursing Home,General Physician,0,d771f4a5-c016-47cf-94b5-7bf81782330f
vijayanagar,1113590,Mind Roots,General Psychiatry,0,143a3e7f-3f74-4a7b-adc9-379a68ed0d4e
vijayanagar,1148883,Mano Chaitanya Clinic,General Psychiatry,0,8e16c5c1-a121-4bd8-bb23-b16c5bc3cc3c
vijayanagar,1106264,Kanva Diagnostic Services Pvt Ltd,General Psychiatry,0,b594cfa4-c005-4823-9757-4b824e360b43
vijayanagar,1342412,Varada Wellness,General Psychiatry,0,9a302b5e-585b-469a-8870-affe4b583573
vijayanagar,1400715,Asha The Hope,General Psychiatry,0,eb4365c5-c468-4df9-a476-8992b16c3dc2
vijayanagar,732504,Surgical Clinic,General Surgeon,0,df6c479c-9adb-42d8-bd5f-196b6475ddec
vijayanagar,1283047,Spandana Gastro and Liver Care Center,General Surgeon,0,71631c89-0a29-4c3b-b8b4-25a3ded5c301
vijayanagar,1026054,Sreenagar Nursing Home,General Surgeon,0,844b1352-7293-4de9-b130-7d888d74387c
vijayanagar,1349841,Dr Amish Clinic,General Surgeon,0,6ad6e72c-2e00-4cdd-86b1-92030b9c7030
vijayanagar,1691465,Even Clinic,General Surgeon,0,e2292143-764a-4b90-bbd8-cd10e2ac4e15
vijayanagar,749163,Dr. Pavithra Homeo clinic,Homeopathy,0,bce70ed4-08a8-4f9a-aa8a-c7abcc274c8c
vijayanagar,1179163,Core&Cure Homoeopathy Clinic & Pharmacy,Homeopathy,0,e475a5e5-290d-4980-b926-b540e9bb474c
vijayanagar,1134787,Dr. Bhat's Homeopathy,Homeopathy,0,fd396829-489a-4c11-9462-97f3f123ec58
vijayanagar,634489,Sanjeevni Health  Care,Homeopathy,0,05087ce5-2b30-4c2b-92fc-a7677f71f5c9
vijayanagar,1195305,Homeo Health Care Clinic,Homeopathy,0,f6098cd4-6462-4ab1-8206-42b4d65de809
vijayanagar,1107460,Bhagavan Buddha Homoeo Medical College Hospital,Homeopathy,0,22a1324e-1918-400d-a871-207ceb5b9217
vijayanagar,689819,Hahnemanns Homoeo Clinic,Homeopathy,0,3457472b-abcf-40bd-b128-3c480f19441a
vijayanagar,1186118,Sparsh Homeo Care,Homeopathy,0,255da7b1-3396-4d3c-92dc-305033577f4b
vijayanagar,1186412,Aarogya Diagnostic Center,Homeopathy,0,d6ebd48c-f8aa-4c94-a2a9-abf74c0fe508
vijayanagar,1256986,Shree Surabhi Homoeo Clinic,Homeopathy,0,017d7d90-96a1-411d-a420-c37aa1ae80cf
vijayanagar,1241544,Dr Batra's Positive Health Clinic Pvt Ltd,Homeopathy,0,4d538944-ec99-4683-9243-70ac2101ef0d
vijayanagar,929575,Sambrama Homeo Clinic,Homeopathy,0,c76988eb-82d8-4790-8162-9be6af4e197e
vijayanagar,762124,Lifeline Dental & Homoeo Clinic,Homeopathy,0,1ee427b5-227a-4a12-9fab-1b8a85cd8f73
vijayanagar,1332205,Savi Homoeo Clinic,Homeopathy,0,dc204fcc-2507-462b-8773-61a76be5bce9
vijayanagar,1386599,Swaasthya Classical Homoeopathy Clinic,Homeopathy,0,43a7c554-8965-4279-81c7-c16137da7708
vijayanagar,1416492,Nivedita Homeo and Nutrifit Center,Homeopathy,0,2eea1b8a-b31b-4dfd-9220-f41ca56f3d34
vijayanagar,2069501,Happy Life Clinic,Homeopathy,0,dd3a807f-c477-4299-8803-59d86bc4a58b
vijayanagar,890156,Conceive Fertility and Maternity Centre,Infertility Specialist,0,179bd9a0-706a-4243-a729-4b20e8cab161
vijayanagar,2091632,Ovum Fertility,Infertility Specialist,0,e2f9ddf9-8635-47c2-8db0-c87b6406e04b
vijayanagar,647989,SG Hospital,Neurologist; Orthopaedics,0,fa36ca77-7166-438f-b11d-1a46810ae050
vijayanagar,1595400,Sg Hospital,Neurologist; Orthopaedics,0,80ff7927-4ae3-40a7-8266-72de5f13979f
vijayanagar,1592376,S G HOSPITAL,Neurologist,0,39533af1-1cbc-4da6-937e-4cef5d6fc87d
vijayanagar,1317657,Neuro Clinic,Neurologist,0,6c29faf1-ca03-4af5-89fb-3f13556ef461
vijayanagar,793607,Child Care Clinic,Oncologist,0,0663275f-ff6c-4442-933b-4cd8cc253902
vijayanagar,928336,Surabhi Oncology Clinic.,Oncologist,0,171ead04-fe4b-4521-9874-975f4b48fd16
vijayanagar,840474,Ashraya Hospital,Oncologist,0,9de7cded-7637-4814-be97-22f048566c06
vijayanagar,606474,Ashirvad Clinic,Oncologist,0,cbe2d5cc-844f-4c87-a1a1-41dc529f8888
vijayanagar,615178,Moulya MultiSpeciality Clinic,Orthopaedics,0,4ccd0819-a3df-4c26-86d5-29ef681acfe7
vijayanagar,776217,Bone and Joint Clinic,Orthopaedics; Physiotherapist,0,275bf455-8e68-4b87-8bca-3fe0ddc25e69
vijayanagar,1591272,"Sumeru Orthopaedic And Spine Clinic, Bangalore",Orthopaedics,0,0788092b-8aeb-4ac0-ac66-0c59156a215a
vijayanagar,1379260,Bangalore Hip And Knee Clinic,Orthopaedics,0,182dea48-8ba3-474b-8cf5-3e0816233bd1
vijayanagar,1327936,Anand Clinic,Orthopaedics,0,a319b4a9-9cf1-41c2-8454-cb10e77676d4
vijayanagar,1418997,Ortho Planet Clinic,Orthopaedics,0,7bef9412-73b8-43d3-a64c-b5bdcd5bb308
vijayanagar,1436524,Leela Health Care,Orthopaedics,0,306ab8f1-3616-4640-bd82-61f08af02c43
vijayanagar,663586,Anurag Medical Centre,Pathologist,0,7d06beca-8481-4f0f-82f9-abab24933549
vijayanagar,653187,Pranava Holistic Healing And Rejuvenation Center,Physiotherapist,0,ba995d3b-41f9-4f8e-a0cb-96258deb8640
vijayanagar,688652,Shri Sai Krishna Institute Of Physical Health,Physiotherapist,0,ad3bd7f4-4ccb-4172-8896-0736115cc2f2
vijayanagar,1208218,Fitbulls Sports Performance & Physiotherapy,Physiotherapist,0,6e04ff32-8bcd-4f7c-9eee-8b39b0cc035f
vijayanagar,833337,Dr. Jaya Ram Maharjan (pt),Physiotherapist,0,7492e96b-cf0c-4a69-8204-5eda8bddb979
vijayanagar,1109858,Physiotherapy Center,Physiotherapist,0,541d9c96-66cd-4901-9366-9e06c3b947c8
vijayanagar,1295312,Physio X10,Physiotherapist,0,fe2880ae-ac85-4641-bfb0-b55385fdfcc8
vijayanagar,1193869,Physio X10,Physiotherapist,0,c74150a9-4dba-44c4-939c-cba65a121aee
vijayanagar,1596021,CUSPID PHYSIOTHERAPY CLINIC,Physiotherapist,0,ef0f9c3c-db5c-45ed-a6e2-a006df16a7d9
vijayanagar,1358908,Cuspid Physiotherapy clinic,Physiotherapist,0,90855739-5b39-4c37-929a-234805a21a72
vijayanagar,1183891,Physiotherapy Medical Health Centre,Physiotherapist,0,f39b16b1-1bf6-43ee-83ae-a4f17e337128
vijayanagar,1375301,Fix and Flex,Physiotherapist,0,b80c22e8-5d91-4572-b2d7-745db788b3e7
vijayanagar,1363005,Amrita Physiotherapy And Pain Relief Clinic,Physiotherapist,0,14b3bd5c-fa19-4168-b90a-bc7a4a1a8cd6
vijayanagar,1436404,Silicon Valley Home Care Services,Physiotherapist,0,41a627b3-3fce-4a55-a412-727120d80d0e
vijayanagar,1673274,Shaikh's Therapy,Physiotherapist,0,015f9367-55b9-4a90-91bb-3d4a9d5b1059
vijayanagar,657998,Dr. S. P Srinivasa Murty,Radiology,0,d0a08a70-dc83-4c00-a62c-ca02de481aa0
vijayanagar,735646,Scan Point Diagnostics,Radiology,0,f369d0e8-c9bd-4391-a133-77f853076d39
vijayanagar,1380083,Arise Physiotherapy And Rehabilitation Clinic,Rehabilitation Therapist,0,4f175780-4ade-4aa3-a5ea-dba6f62c2b69
vijayanagar,712361,Nayak’s Speech And Hearing Care,Speech Therapist,0,019c3b79-e4f2-490a-9230-69673697dd40
vijayanagar,1104163,Ashruti Clinic for Speech and Hearing,Speech Therapist,0,3e7199da-5573-4bb2-8e5b-9744e115fd67
vijayanagar,1171128,Comunicare Therapy Centre,Speech Therapist,0,e3fdfaaa-0ff0-4d23-89e3-85960de4ca07
vijayanagar,1181508,Srivasta Clinic,Urologist,0,ef9c3cbc-0230-4000-bd72-68905b432ec4
vijayanagar,616789,Shreyas Veterinary Clinic,Veterinarian,0,9c47b8c7-8fcf-470c-ad31-4f9633ef2b98
electronics city,1312752,Kauvery Hospitals,Cardiologist; ENT; Gastroenterologist; General Dermatology; General Gynecology; General Pediatrics; General Physician; General Psychiatry; General Surgeon; Nephrologist; Neurologist; Oncologist; Orthopaedics; Pulmonologist,677,315effac-1281-4d45-99d2-5458095b4691
electronics city,1122309,Apollo Clinic,Cardiologist; ENT; Gastroenterologist; General Dentistry; General Dermatology; General Gynecology; General Pediatrics; General Physician; General Psychiatry; General Surgeon; Neurologist; Oncologist; Orthopaedics; Pulmonologist; Radiology; Urologist,558,9dde086b-aa8f-4135-9fd3-c3ff2b64d028
electronics city,1362746,Cloudnine Hospital - Electronics City,General Dentistry; General Gynecology; General Pediatrics; Infertility Specialist; Orthopaedics; Radiology,136,7e29bc69-3d1d-462b-9a54-293bb6d21863
electronics city,1691212,Apollo Cradle & Children's Hospital,ENT; General Gynecology; General Pediatrics; General Physician; Orthopaedics; Radiology,133,e7eeb6aa-2c68-406f-93aa-7326ae7831b5
electronics city,1474078,Apollo One,Cardiologist; ENT; General Dermatology; General Physician; General Psychiatry; General Surgeon; Neurologist; Oncologist; Orthopaedics; Pulmonologist; Radiology,130,d4966f4e-5130-40e4-adfb-56fc027e5137
electronics city,985343,Motherhood Hospital,General Gynecology; General Pediatrics; General Physician; Sexologist,108,31eb3c30-049c-4340-a80f-19e5117320e5
electronics city,1121865,Springleaf Healthcare,ENT; General Dentistry; General Dermatology; General Gynecology; General Pediatrics; General Physician; General Psychiatry; General Surgeon; Orthopaedics; Radiology,66,a2b6093f-10da-435e-bf68-a043c12f86d5
electronics city,2079193,Apollo Clinic,Cardiologist; ENT; Endocrinologist; General Dentistry; General Dermatology; General Gynecology; General Pediatrics; General Physician; General Psychiatry; General Surgeon; Neurologist; Orthopaedics; Radiology; Urologist,51,8ea8d2b2-b713-4ebc-9e65-20169cdde19f
electronics city,1435473,Allo Sexual Health Clinic,Sexologist,49,a7f12ba4-3443-4127-a2aa-94b5fa859a43
electronics city,1154597,The Dental Square Multispeciality Dental Clinic,General Dentistry,41,655d4699-71a0-4726-9570-5e014b887bb6
electronics city,1187194,Aparnaa Care Clinic,General Gynecology; Radiology,37,6d70da0c-b044-4a71-a9bd-a36302b7060a
electronics city,1324602,Neo Smiles Dental Clinic,General Dentistry,32,ff1d352d-f498-47cf-915a-927a1d67650a
electronics city,814949,ENT & Women Care Center,ENT; General Gynecology,26,5d8c8092-3bea-4f5d-86e0-b365c8f6ff38
electronics city,1186800,A2 Dental Clinic,General Dentistry,26,90d26a25-2270-4b6a-bb50-9774d03614f7
electronics city,2090505,Shree Sports and Ortho Clinic,Orthopaedics,26,3f076dc0-8a12-464a-8d9a-6cfc9688b3d7
electronics city,1150043,E City Hospitals,Cardiologist; ENT; General Dentistry; General Dermatology; General Gynecology; General Physician; General Psychiatry; General Surgeon; Neurologist; Orthopaedics; Physiotherapist; Radiology; Urologist; Veterinarian,25,caeab05a-e4ae-498b-a51f-f6b8ce23ac3a
